claim_id,state,district,risk_score,risk_level,priority,decision_brief
FRA0261,Madhya Pradesh,Mandla,40,MEDIUM,Moderate,"Claim FRA0261 from Mandla, Madhya Pradesh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0262,Madhya Pradesh,Dindori,0,LOW,Normal,"Claim FRA0262 from Dindori, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0263,Maharashtra,Nandurbar,40,MEDIUM,Moderate,"Claim FRA0263 from Nandurbar, Maharashtra has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0264,Chhattisgarh,Kanker,20,LOW,Normal,"Claim FRA0264 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0265,Madhya Pradesh,Dindori,25,LOW,Normal,"Claim FRA0265 from Dindori, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0266,Jharkhand,Gumla,20,LOW,Normal,"Claim FRA0266 from Gumla, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0267,Odisha,Koraput,5,LOW,Normal,"Claim FRA0267 from Koraput, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0268,Madhya Pradesh,Dindori,15,LOW,Normal,"Claim FRA0268 from Dindori, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0269,Maharashtra,Nandurbar,0,LOW,Normal,"Claim FRA0269 from Nandurbar, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0270,Madhya Pradesh,Dindori,5,LOW,Normal,"Claim FRA0270 from Dindori, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0271,Maharashtra,Nashik,0,LOW,Normal,"Claim FRA0271 from Nashik, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0272,Chhattisgarh,Bastar,30,LOW,Normal,"Claim FRA0272 from Bastar, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0273,Odisha,Keonjhar,40,MEDIUM,Moderate,"Claim FRA0273 from Keonjhar, Odisha has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0274,Maharashtra,Gadchiroli,25,LOW,Normal,"Claim FRA0274 from Gadchiroli, Maharashtra has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0275,Jharkhand,Simdega,45,MEDIUM,Moderate,"Claim FRA0275 from Simdega, Jharkhand has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0276,Chhattisgarh,Kanker,15,LOW,Normal,"Claim FRA0276 from Kanker, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0277,Chhattisgarh,Bastar,45,MEDIUM,Moderate,"Claim FRA0277 from Bastar, Chhattisgarh has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0278,Odisha,Mayurbhanj,15,LOW,Normal,"Claim FRA0278 from Mayurbhanj, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0279,Jharkhand,Ranchi,15,LOW,Normal,"Claim FRA0279 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0280,Jharkhand,Gumla,30,LOW,Normal,"Claim FRA0280 from Gumla, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0281,Maharashtra,Nashik,0,LOW,Normal,"Claim FRA0281 from Nashik, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0282,Odisha,Koraput,35,MEDIUM,Moderate,"Claim FRA0282 from Koraput, Odisha has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0283,Maharashtra,Nashik,15,LOW,Normal,"Claim FRA0283 from Nashik, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0284,Odisha,Keonjhar,20,LOW,Normal,"Claim FRA0284 from Keonjhar, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0285,Madhya Pradesh,Mandla,0,LOW,Normal,"Claim FRA0285 from Mandla, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0286,Madhya Pradesh,Dindori,0,LOW,Normal,"Claim FRA0286 from Dindori, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0287,Jharkhand,Ranchi,25,LOW,Normal,"Claim FRA0287 from Ranchi, Jharkhand has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0288,Madhya Pradesh,Mandla,0,LOW,Normal,"Claim FRA0288 from Mandla, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0289,Maharashtra,Nashik,45,MEDIUM,Moderate,"Claim FRA0289 from Nashik, Maharashtra has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
