claim_id,state,district,latitude,longitude,ml_anomaly,risk_score,risk_level,reasons,recommended_action,priority,decision_brief
FRA0258,Odisha,Mayurbhanj,21.799113,86.711257,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0258 from Mayurbhanj, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0259,Madhya Pradesh,Mandla,22.57126,80.494471,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0259 from Mandla, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0260,Chhattisgarh,Surguja,22.875912,83.348059,NO,0,LOW,,,Normal,"Claim FRA0260 from Surguja, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0261,Madhya Pradesh,Mandla,22.508224,80.355108,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0261 from Mandla, Madhya Pradesh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0262,Madhya Pradesh,Dindori,22.839948,81.109732,NO,0,LOW,,,Normal,"Claim FRA0262 from Dindori, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0263,Maharashtra,Nandurbar,21.438065,74.295458,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0263 from Nandurbar, Maharashtra has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0264,Chhattisgarh,Kanker,20.228186,81.583533,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0264 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0265,Madhya Pradesh,Dindori,23.088679,81.169365,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0265 from Dindori, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0266,Jharkhand,Gumla,23.02891,84.487414,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0266 from Gumla, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0267,Odisha,Koraput,18.892046,82.811612,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0267 from Koraput, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0268,Madhya Pradesh,Dindori,23.058984,81.090795,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0268 from Dindori, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0269,Maharashtra,Nandurbar,21.422649,74.294387,NO,0,LOW,,,Normal,"Claim FRA0269 from Nandurbar, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0270,Madhya Pradesh,Dindori,23.003591,81.09548,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0270 from Dindori, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0271,Maharashtra,Nashik,19.923357,73.790681,NO,0,LOW,,,Normal,"Claim FRA0271 from Nashik, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0272,Chhattisgarh,Bastar,19.1059,82.021708,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0272 from Bastar, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0273,Odisha,Keonjhar,21.611592,85.451901,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0273 from Keonjhar, Odisha has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0274,Maharashtra,Gadchiroli,20.081511,79.989757,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0274 from Gadchiroli, Maharashtra has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0275,Jharkhand,Simdega,22.548252,84.537202,NO,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0275 from Simdega, Jharkhand has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0276,Chhattisgarh,Kanker,20.139016,81.503076,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0276 from Kanker, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0277,Chhattisgarh,Bastar,19.165563,81.87748,NO,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0277 from Bastar, Chhattisgarh has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0278,Odisha,Mayurbhanj,21.898926,86.601336,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0278 from Mayurbhanj, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0279,Jharkhand,Ranchi,23.24009,85.238957,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0279 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0280,Jharkhand,Gumla,23.066692,84.562046,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0280 from Gumla, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0281,Maharashtra,Nashik,19.957477,73.880443,NO,0,LOW,,,Normal,"Claim FRA0281 from Nashik, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0282,Odisha,Koraput,18.82715,82.726995,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0282 from Koraput, Odisha has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0283,Maharashtra,Nashik,20.059269,73.883413,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0283 from Nashik, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0284,Odisha,Keonjhar,21.628236,85.497536,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0284 from Keonjhar, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0285,Madhya Pradesh,Mandla,22.552998,80.358833,NO,0,LOW,,,Normal,"Claim FRA0285 from Mandla, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
